trialsType,trialsNum,trialNum,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,trials3.thisRepN,trials3.thisTrialN,trials3.thisN,trials3.thisIndex,trials4.thisRepN,trials4.thisTrialN,trials4.thisN,trials4.thisIndex,instr1.started,instr1.stopped,fix.started,fix.stopped,trial1Mouse.x,trial1Mouse.y,trial1Mouse.leftButton,trial1Mouse.midButton,trial1Mouse.rightButton,trial1Mouse.time,trial1Mouse.started,trial1Mouse.stopped,step,targetangle_deg,trial1Target.started,trial1Target.stopped,trial1Home.started,trial1Home.stopped,trial1Cursor.started,trial1Cursor.stopped,trial1Num.started,trial1Num.stopped,trial2Mouse.x,trial2Mouse.y,trial2Mouse.leftButton,trial2Mouse.midButton,trial2Mouse.rightButton,trial2Mouse.time,trial2Mouse.started,trial2Mouse.stopped,trial2Target.started,trial2Target.stopped,trial2Home.started,trial2Home.stopped,trial2Cursor.started,trial2Cursor.stopped,trial2Num.started,trial2Num.stopped,trial2Text.started,trial2Text.stopped,trial3Mouse.x,trial3Mouse.y,trial3Mouse.leftButton,trial3Mouse.midButton,trial3Mouse.rightButton,trial3Mouse.time,trial3Mouse.started,trial3Mouse.stopped,trial3Target.started,trial3Target.stopped,trial3Home.started,trial3Home.stopped,trial3Cursor.started,trial3Cursor.stopped,trial3Num.started,trial3Num.stopped,trial3Text.started,trial3Text.stopped,trial4Mouse.started,trial4Mouse.stopped,trial4Target.started,trial4Target.stopped,trial4Home.started,trial4Home.stopped,trial4Cursor.started,trial4Cursor.stopped,trial4Num.started,trial4Num.stopped,trial4Buff.started,trial4Buff.stopped,participant,session,taskVer,date,expName,psychopyVersion,frameRate,
2,2,35,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.005812200019136071, 0.02822510013356805, 0.041451700031757355, 0.05874320003204048, 0.07412960007786751, 0.09108559996820986, 0.10661780019290745, 0.12425570003688335, 0.14046230004169047]",47.86741239996627,None,47.86741239996627,None,47.86741239996627,None,47.86741239996627,None,47.86741239996627,None,47.86741239996627,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,36,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.005394100211560726, 0.019056500168517232, 0.04118090006522834, 0.05787820019759238, 0.07893469999544322, 0.09331970009952784, 0.1213786001317203, 0.14183560013771057]",48.007986899930984,None,48.007986899930984,None,48.007986899930984,None,48.007986899930984,None,48.007986899930984,None,48.007986899930984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,37,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.005282099824398756, 0.02286949986591935, 0.03527809982188046, 0.06023719999939203, 0.07429369981400669, 0.09078039997257292, 0.10668789991177619]",48.163030199939385,None,48.163030199939385,None,48.163030199939385,None,48.163030199939385,None,48.163030199939385,None,48.163030199939385,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,38,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.0050304001197218895, 0.019007400143891573, 0.0414215000346303, 0.05727780004963279, 0.07497459999285638, 0.09067900013178587, 0.10911950003355742, 0.12425600015558302]",48.274689299985766,None,48.274689299985766,None,48.274689299985766,None,48.274689299985766,None,48.274689299985766,None,48.274689299985766,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,39,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.005201299907639623, 0.018020099960267544, 0.04094539978541434, 0.05736149987205863, 0.07929289992898703, 0.09277029987424612, 0.11014389991760254, 0.12485829996876419, 0.1440566999372095]",48.40595959988423,None,48.40595959988423,None,48.40595959988423,None,48.40595959988423,None,48.40595959988423,None,48.40595959988423,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,40,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.004999799886718392, 0.020534100010991096, 0.03700489993207157, 0.05536890006624162, 0.07056350004859269, 0.0914718999993056, 0.11971609992906451, 0.13732159999199212]",48.56239930004813,None,48.56239930004813,None,48.56239930004813,None,48.56239930004813,None,48.56239930004813,None,48.56239930004813,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,41,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.0077997001353651285, 0.02151320013217628, 0.04409980005584657, 0.05920090014114976, 0.07539740018546581, 0.09050890011712909, 0.10950910020619631, 0.12561640003696084]",48.71010209992528,None,48.71010209992528,None,48.71010209992528,None,48.71010209992528,None,48.71010209992528,None,48.71010209992528,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,42,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.005540600046515465, 0.019083499908447266, 0.03885090001858771, 0.05629509990103543, 0.07406729995273054, 0.08960770000703633, 0.10882369987666607]",48.84154909988865,None,48.84154909988865,None,48.84154909988865,None,48.84154909988865,None,48.84154909988865,None,48.84154909988865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,43,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.005159500055015087, 0.021166699938476086, 0.03842219989746809, 0.05889660003595054, 0.07407019985839725, 0.09040059987455606, 0.10508410003967583, 0.12496019992977381, 0.14024759992025793, 0.15626579988747835]",48.962056800024584,None,48.962056800024584,None,48.962056800024584,None,48.962056800024584,None,48.962056800024584,None,48.962056800024584,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,44,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.006533999927341938, 0.02433099993504584, 0.03628879995085299, 0.06073029991239309, 0.07538169994950294, 0.09376229997724295, 0.1088541999924928, 0.12543469993397593, 0.14096849993802607]",49.12893739994615,None,49.12893739994615,None,49.12893739994615,None,49.12893739994615,None,49.12893739994615,None,49.12893739994615,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,45,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.006627899827435613, 0.018487100023776293, 0.0412005998659879, 0.057244000025093555, 0.07624299987219274, 0.09164969995617867, 0.10834629996679723, 0.12398669985122979]",49.27419809997082,None,49.27419809997082,None,49.27419809997082,None,49.27419809997082,None,49.27419809997082,None,49.27419809997082,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,46,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.006613600067794323, 0.018423100002110004, 0.041268100030720234, 0.05727910017594695, 0.07627630000934005, 0.09141930006444454, 0.10806989995762706, 0.12334910011850297, 0.14251799997873604]",49.40682579996064,None,49.40682579996064,None,49.40682579996064,None,49.40682579996064,None,49.40682579996064,None,49.40682579996064,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,47,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.005541000049561262, 0.025504800025373697, 0.03838409995660186, 0.05900359991937876, 0.07410029997117817, 0.0924388999119401, 0.10734810004942119, 0.12733979988843203]",49.56473489990458,None,49.56473489990458,None,49.56473489990458,None,49.56473489990458,None,49.56473489990458,None,49.56473489990458,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,48,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.004228699952363968, 0.019911999814212322, 0.03569669998250902, 0.05572999990545213, 0.07107489998452365, 0.09060469991527498, 0.10495199984870851]",49.69626690004952,None,49.69626690004952,None,49.69626690004952,None,49.69626690004952,None,49.69626690004952,None,49.69626690004952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,49,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.005544000072404742, 0.01785039994865656, 0.040060099912807345, 0.05559529992751777, 0.0740889001172036, 0.09051980008371174, 0.10744330007582903, 0.12225480005145073, 0.14380499999970198]",49.80802130000666,None,49.80802130000666,None,49.80802130000666,None,49.80802130000666,None,49.80802130000666,None,49.80802130000666,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,50,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.004434900125488639, 0.02170979999937117, 0.049846700159832835, 0.06723699998110533, 0.08494840003550053, 0.10030589997768402, 0.12329260003753006]",49.96715379995294,None,49.96715379995294,None,49.96715379995294,None,49.96715379995294,None,49.96715379995294,None,49.96715379995294,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,51,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004334900062531233, 0.017851300071924925, 0.03497879998758435, 0.05508599989116192, 0.0699734000954777, 0.08655479992739856, 0.1016100998967886, 0.12052070000208914, 0.13492810004390776, 0.15352059993892908]",50.09560379991308,None,50.09560379991308,None,50.09560379991308,None,50.09560379991308,None,50.09560379991308,None,50.09560379991308,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,52,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.0060026999562978745, 0.02153049991466105, 0.03429099987260997, 0.058595299953594804, 0.07340430002659559, 0.09478779998607934, 0.10993799986317754]",50.259924199897796,None,50.259924199897796,None,50.259924199897796,None,50.259924199897796,None,50.259924199897796,None,50.259924199897796,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,53,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00545669998973608, 0.01700010010972619, 0.037378800101578236, 0.05465560010634363, 0.07235720008611679, 0.08748420001938939, 0.10932789999060333, 0.12243210012093186, 0.13963060011155903, 0.1545947000849992]",50.37480499991216,None,50.37480499991216,None,50.37480499991216,None,50.37480499991216,None,50.37480499991216,None,50.37480499991216,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,54,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.006657499819993973, 0.019943299936130643, 0.037892499938607216, 0.056714699836447835, 0.07467629993334413, 0.08952539996244013, 0.10770049993880093, 0.12259979988448322, 0.1477575998287648]",50.541949399979785,None,50.541949399979785,None,50.541949399979785,None,50.541949399979785,None,50.541949399979785,None,50.541949399979785,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,55,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.005270499968901277, 0.021237000124529004, 0.05023730010725558, 0.06622550007887185, 0.08543370012193918, 0.09987020003609359, 0.11987800011411309, 0.1509634000249207]",50.70074180001393,None,50.70074180001393,None,50.70074180001393,None,50.70074180001393,None,50.70074180001393,None,50.70074180001393,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,56,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.0056084999814629555, 0.025041099870577455, 0.03709540003910661, 0.05861820001155138, 0.0750351999886334, 0.09448409988544881, 0.11029640003107488]",50.86281069996767,None,50.86281069996767,None,50.86281069996767,None,50.86281069996767,None,50.86281069996767,None,50.86281069996767,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,57,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.005679399939253926, 0.017841900000348687, 0.03982819989323616, 0.05579359992407262, 0.07711409986950457, 0.10531499981880188, 0.12272459990344942]",50.97390259988606,None,50.97390259988606,None,50.97390259988606,None,50.97390259988606,None,50.97390259988606,None,50.97390259988606,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
2,2,58,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666, 0.12760416666666666]","[0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336, 0.040364583333333336]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00723439990542829, 0.019143400015309453, 0.04106689989566803, 0.05656190006993711, 0.07551039988175035, 0.09078929992392659, 0.10969409998506308, 0.12561969994567335, 0.1415474999230355, 0.15694130002520978]",51.10755650000647,None,51.10755650000647,None,51.10755650000647,None,51.10755650000647,None,51.10755650000647,None,51.10755650000647,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,001,1,2020_Jun_26_1759,pAdaptTest6,2020.1.3,60.045995275039026,
